Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1038,2024-07-21,2024-07-28,CUST850,Kathryn Baker,Consumer,PROD8775,Sofa,Furniture,East,Iowa,Kelseyton,10,2960,20,23680.0,17303.79,6376.21,Cash,Returned,"Hale, Smith and Lynn",qcampos@taylor.com,23,No,0
ORD1039,2025-02-18,2025-02-19,CUST253,Elizabeth Perez,Corporate,PROD3731,Sofa,Furniture,North,Indiana,Nicoleberg,4,2237,0,8948.0,6547.41,2400.59,UPI,Pending,Morales LLC,robert32@morales-cummings.com,16,No,0
ORD1040,2025-03-08,2025-03-10,CUST533,Paige Gray,Home Office,PROD4154,Calculator,Office Supplies,South,Vermont,New Rachelchester,6,3587,20,17217.6,14599.47,2618.13,UPI,Returned,Acosta Inc,whudson@vega.com,29,No,0
ORD1041,2025-11-17,2025-11-24,CUST963,Amanda Nicholson,Consumer,PROD6740,Keyboard,Electronics,South,Arizona,Crossfort,5,2425,10,10912.5,7875.05,3037.45,Cash,Returned,Bates-Silva,chaseramirez@johnson.info,30,No,0
ORD1042,2024-08-24,2024-08-30,CUST983,Kristen Sanders,Corporate,PROD3369,Mouse,Electronics,South,Tennessee,Quinnberg,5,1362,0,6810.0,4255.43,2554.57,UPI,Cancelled,Hendrix Ltd,matthewsnicole@orozco.biz,23,No,0
ORD1043,2024-10-29,2024-10-31,CUST516,Cassandra Edwards,Home Office,PROD6150,Laptop,Electronics,North,Kentucky,Nguyenside,1,1963,20,1570.4,1022.13,548.27,Net Banking,Returned,Allen-Reeves,rachel47@sanchez-bell.org,21,No,0
ORD1044,2024-08-08,2024-08-11,CUST606,Mrs. Christina Crawford,Home Office,PROD6501,Calculator,Office Supplies,West,South Dakota,East Brianna,3,229,15,583.95,504.26,79.69,UPI,Cancelled,Marshall and Sons,johnwoods@camacho-adams.biz,15,No,0
ORD1045,2025-01-28,2025-01-31,CUST362,Ashley Miller,Corporate,PROD6910,Monitor,Electronics,East,North Carolina,Ramseyview,1,2130,20,1704.0,1254.99,449.01,UPI,Returned,Brown Inc,raguirre@turner.com,15,No,0
ORD1046,2025-03-07,2025-03-14,CUST376,Joseph Taylor,Corporate,PROD7257,Study Table,Furniture,South,Oklahoma,Cynthiatown,3,1299,0,3897.0,3499.54,397.46,Cash,Delivered,Holder Inc,patrick73@frazier-marshall.org,32,No,0
ORD1047,2025-09-25,2025-09-29,CUST280,Robin Mccarthy,Consumer,PROD3737,Bookshelf,Furniture,South,Connecticut,Dyerfurt,7,1249,5,8305.85,5412.09,2893.76,UPI,Delivered,Hanna LLC,xhodges@lewis-dillon.org,11,No,0
ORD1048,2024-06-01,2024-06-06,CUST609,Stephanie Garcia,Consumer,PROD5351,Pen,Office Supplies,South,Nevada,Richardhaven,10,3205,0,32050.0,27174.23,4875.77,Cash,Pending,Wilson Inc,kathryn49@mills.info,31,No,0
ORD1049,2024-07-07,2024-07-13,CUST305,David James,Consumer,PROD5439,Headphones,Electronics,West,Florida,Cesarmouth,10,154,15,1309.0,1045.13,263.87,Cash,Returned,Henson-Davidson,matthewdixon@wright-bates.org,27,No,0
ORD1050,2024-06-18,2024-06-25,CUST907,Megan Fritz,Consumer,PROD4759,Snacks,Grocery,North,Washington,North Lisaborough,7,4610,20,25816.0,19565.68,6250.32,UPI,Pending,Griffith PLC,hfranco@kerr-delgado.info,34,No,0
ORD1051,2026-02-10,2026-02-14,CUST806,John Clark,Consumer,PROD6581,Rice Bag,Grocery,East,Texas,Lake Erikborough,4,547,20,1750.4,1400.9,349.5,UPI,Cancelled,"Gomez, Smith and Faulkner",kim73@meyer.com,17,No,0
ORD1052,2025-07-20,2025-07-21,CUST394,Brenda Thompson,Corporate,PROD2142,Sofa,Furniture,South,Illinois,Estradaville,1,2316,20,1852.8,1314.88,537.92,Net Banking,Returned,Miller Ltd,ghamilton@mitchell.com,25,No,0
ORD1053,2025-06-25,2025-06-29,CUST473,Theresa Anderson,Consumer,PROD6280,Monitor,Electronics,West,Connecticut,Lake Melissaburgh,2,4488,20,7180.8,5322.34,1858.46,Net Banking,Delivered,Mcintosh and Sons,shartman@aguirre.net,24,No,0
ORD1054,2025-01-11,2025-01-18,CUST278,Rodney Rodriguez,Consumer,PROD3380,Sugar,Grocery,North,Florida,Nicoleland,6,4851,15,24740.1,15876.05,8864.05,Net Banking,Returned,Wilkins-Miller,brendandavis@medina.com,2,Yes,33
ORD1055,2024-12-16,2024-12-18,CUST117,Jennifer Weber,Home Office,PROD2565,Stapler,Office Supplies,West,Rhode Island,Stokesberg,4,141,20,451.2,303.59,147.61,UPI,Cancelled,Collins-Ho,andersonraymond@clark.com,18,No,0
ORD1056,2026-01-15,2026-01-22,CUST120,Amy Nash,Home Office,PROD9714,Bookshelf,Furniture,South,Missouri,Danielmouth,9,2746,20,19771.2,13127.57,6643.63,Cash,Returned,"Mcmillan, Snyder and Andersen",alyssa53@morgan.com,0,Yes,46
ORD1057,2025-07-02,2025-07-06,CUST234,Cheyenne Lewis,Corporate,PROD9730,Office Chair,Furniture,West,Vermont,Alexandraberg,10,3918,15,33303.0,24263.46,9039.54,Cash,Delivered,Patton PLC,benjamin05@brown.com,40,No,0
ORD1058,2024-11-07,2024-11-11,CUST906,Krystal Fox,Home Office,PROD2567,Office Chair,Furniture,West,New Hampshire,Moranfurt,10,3770,5,35815.0,21762.78,14052.22,Net Banking,Delivered,Campbell-Williams,richard74@myers-blair.com,14,No,0
ORD1059,2025-04-21,2025-04-26,CUST718,Margaret Hernandez DVM,Home Office,PROD8883,Keyboard,Electronics,North,Kansas,Erinton,9,4878,15,37316.7,32852.76,4463.94,Net Banking,Pending,"Colon, Evans and Wilson",kristenclark@larson-boyd.biz,49,No,0
ORD1060,2025-06-04,2025-06-06,CUST741,Kristin King,Home Office,PROD9529,Sofa,Furniture,South,Arkansas,East Rachel,3,4291,20,10298.4,7183.87,3114.53,Net Banking,Returned,Moore-Hess,jonathanmartinez@brown.com,39,No,0
ORD1061,2025-10-05,2025-10-10,CUST284,Douglas Tran,Consumer,PROD2493,Notebook,Office Supplies,North,Nevada,Amandaview,8,3858,0,30864.0,24421.55,6442.45,Credit Card,Delivered,Osborne PLC,andrewssherry@greene.info,30,No,0
ORD1062,2024-07-08,2024-07-09,CUST966,Melissa Rangel,Corporate,PROD8057,Sugar,Grocery,West,Montana,New Stephaniehaven,2,1845,15,3136.5,1981.76,1154.74,Net Banking,Cancelled,Orozco LLC,xhughes@chapman-thompson.org,17,No,0
ORD1063,2024-11-13,2024-11-17,CUST198,Connor Bailey,Consumer,PROD4497,Laptop,Electronics,South,California,Gregoryberg,5,1037,5,4925.75,3919.93,1005.82,Credit Card,Pending,"Ramirez, Stevenson and Brown",matthew64@adams.org,46,No,0
ORD1064,2026-01-24,2026-01-28,CUST699,Morgan Smith,Home Office,PROD2884,Dining Table,Furniture,West,New Mexico,West Rachelhaven,5,673,15,2860.25,2488.06,372.19,Net Banking,Returned,"Swanson, Manning and Thomas",desireegalvan@thomas.com,46,No,0
ORD1065,2025-12-09,2025-12-16,CUST312,Lori Callahan,Corporate,PROD8191,Laptop,Electronics,East,Utah,Carpenterberg,6,685,15,3493.5,2516.82,976.68,UPI,Returned,Miller-Villa,gordondonna@brown.com,10,No,0
ORD1066,2024-04-24,2024-05-01,CUST589,Daniel Stokes,Home Office,PROD6573,Headphones,Electronics,East,Kentucky,East Benjamin,7,3080,0,21560.0,13564.97,7995.03,Cash,Returned,Walls-Smith,codybowman@vaughn-reynolds.com,22,No,0
ORD1067,2026-02-28,2026-03-06,CUST746,Linda Wang,Home Office,PROD8297,Headphones,Electronics,South,Iowa,South Kristastad,6,4721,10,25493.4,20309.63,5183.77,Cash,Returned,Davis-Mitchell,robert44@rodriguez.com,25,No,0
ORD1068,2025-05-13,2025-05-18,CUST888,Cheryl Hines,Consumer,PROD3300,Juice Pack,Grocery,North,New Mexico,Lake Garychester,3,1476,20,3542.4,2237.72,1304.68,UPI,Returned,"Arnold, Wolf and Anderson",sheilanguyen@baxter.biz,23,No,0
ORD1069,2025-11-09,2025-11-13,CUST544,Denise Turner,Home Office,PROD5786,Office Chair,Furniture,East,Colorado,East Juanburgh,7,4566,5,30363.9,21995.47,8368.43,Cash,Delivered,Anderson-Brown,lisajimenez@gutierrez.com,17,No,0
ORD1070,2025-10-07,2025-10-11,CUST410,David Hale,Corporate,PROD9696,Monitor,Electronics,East,Nevada,Baldwinview,10,2982,20,23856.0,14464.82,9391.18,UPI,Returned,"Hicks, Mooney and Moore",ann80@larson.biz,0,Yes,33
ORD1071,2024-04-20,2024-04-22,CUST649,Ariel Adkins,Consumer,PROD8541,Cooking Oil,Grocery,East,New Hampshire,Mollyland,3,1258,10,3396.6,2051.03,1345.57,UPI,Returned,Rich Group,ashley20@martinez.com,18,No,0
ORD1072,2025-06-07,2025-06-11,CUST989,Nancy Smith,Corporate,PROD8939,Study Table,Furniture,North,Illinois,Beverlyberg,9,2420,10,19602.0,12973.81,6628.19,Credit Card,Returned,"Bond, Jones and Knight",ann99@mcconnell.com,50,No,0
ORD1073,2025-01-07,2025-01-13,CUST977,Gregory Cooper,Home Office,PROD4401,Sugar,Grocery,North,Louisiana,Amymouth,10,275,20,2200.0,1957.06,242.94,UPI,Delivered,"Mendez, Carlson and Dunn",shortkatherine@williams.com,37,No,0
ORD1074,2025-03-01,2025-03-07,CUST817,Kimberly Jackson,Consumer,PROD8670,Snacks,Grocery,North,Alabama,Lake Wendy,7,2768,20,15500.8,10951.2,4549.6,Cash,Cancelled,Johnson PLC,christophersmith@holland.org,15,No,0
ORD1075,2024-07-11,2024-07-18,CUST113,Rachel Bowen,Consumer,PROD2052,Snacks,Grocery,South,Georgia,Michaelview,4,107,5,406.6,359.45,47.15,UPI,Returned,"Gray, Gibson and Bauer",jonathan31@martin.biz,27,No,0
ORD1076,2024-06-28,2024-07-04,CUST699,Samantha Russell,Corporate,PROD3059,Laptop,Electronics,South,Rhode Island,North Edgarville,10,1810,20,14480.0,11749.88,2730.12,Cash,Cancelled,Burnett-Randolph,torresbruce@hogan.com,13,No,0
ORD1077,2024-07-14,2024-07-16,CUST823,Shawn Fisher,Home Office,PROD6247,Pen,Office Supplies,South,New Hampshire,Dickersonport,2,223,10,401.4,262.59,138.81,Net Banking,Returned,Mcintyre-Smith,shill@smith.biz,40,No,0
ORD1078,2025-08-10,2025-08-13,CUST797,Miss Jessica Hickman,Consumer,PROD9967,Juice Pack,Grocery,North,Illinois,New Samantha,4,2642,5,10039.6,6270.13,3769.47,Net Banking,Cancelled,"Brown, Haynes and Garcia",ayalanicole@roberts.org,46,No,0
ORD1079,2024-05-24,2024-05-29,CUST592,Natasha Vazquez,Consumer,PROD5282,Calculator,Office Supplies,West,Michigan,Danielfort,8,971,10,6991.2,5613.5,1377.7,Net Banking,Delivered,Nelson-Rodriguez,jennifercruz@mcclain-parker.org,32,No,0
ORD1080,2024-05-13,2024-05-14,CUST486,Nancy Stanley,Corporate,PROD6230,Cooking Oil,Grocery,West,Ohio,Dianaberg,2,1851,5,3516.9,2761.4,755.5,UPI,Pending,Lucas LLC,kathrynroberts@patton.biz,33,No,0
ORD1081,2025-08-27,2025-09-03,CUST560,Sharon Patterson,Consumer,PROD4845,Sofa,Furniture,East,South Dakota,West Stevenborough,2,3357,5,6378.3,5499.36,878.94,Credit Card,Cancelled,Jacobson LLC,jacobzavala@campbell.net,19,No,0
ORD1082,2024-09-19,2024-09-26,CUST219,Nichole Jones,Corporate,PROD5876,Sugar,Grocery,South,Virginia,Julieview,3,2711,5,7726.35,6600.59,1125.76,UPI,Delivered,Goodwin Ltd,ryanwilliams@thornton.org,42,No,0
ORD1083,2025-11-19,2025-11-25,CUST485,Kelsey Chavez,Home Office,PROD2323,Laptop,Electronics,East,Utah,Benjaminhaven,7,1998,20,11188.8,6897.92,4290.88,UPI,Delivered,Powell-Williams,twalker@ruiz.com,49,No,0
ORD1084,2026-02-09,2026-02-13,CUST254,William Daugherty,Corporate,PROD8345,Snacks,Grocery,East,Indiana,North Spencer,5,4633,5,22006.75,18421.89,3584.86,UPI,Pending,Jones PLC,mariahkirby@salazar-jimenez.info,21,No,0
ORD1085,2024-04-26,2024-04-27,CUST298,Thomas Choi,Home Office,PROD2604,Keyboard,Electronics,West,Louisiana,Kirkview,9,538,20,3873.6,2339.13,1534.47,UPI,Cancelled,Patterson and Sons,darrenvaldez@brown.info,17,No,0
ORD1086,2025-10-01,2025-10-06,CUST371,Alyssa White,Consumer,PROD1797,Cooking Oil,Grocery,South,Michigan,East Natalieport,2,1716,15,2917.2,2039.77,877.43,Net Banking,Cancelled,"Brown, Garcia and Robinson",lydiacannon@brandt.info,40,No,0
ORD1087,2025-02-13,2025-02-20,CUST345,Deanna Garcia,Home Office,PROD5145,Study Table,Furniture,South,Nevada,South Alexandrachester,7,1570,5,10440.5,7519.58,2920.92,Credit Card,Cancelled,"Duran, Day and Henderson",cmatthews@torres-schmidt.net,36,No,0
ORD1088,2025-04-18,2025-04-22,CUST322,Dustin Acosta,Consumer,PROD5095,Cooking Oil,Grocery,West,Vermont,East Connor,8,108,0,864.0,638.31,225.69,UPI,Delivered,Kemp LLC,seandaniels@cortez.com,36,No,0
ORD1089,2024-12-09,2024-12-15,CUST633,Julian Richards,Corporate,PROD8803,Laptop,Electronics,West,Nebraska,Stonemouth,1,779,15,662.15,453.99,208.16,Cash,Returned,Collins and Sons,kyle08@bradley-white.com,34,No,0
ORD1090,2025-03-12,2025-03-17,CUST811,Juan Johnson,Consumer,PROD8165,Monitor,Electronics,South,Vermont,North Markshire,3,3928,20,9427.2,6829.81,2597.39,Net Banking,Delivered,Tran and Sons,choidaniel@marshall-le.com,5,Yes,25
ORD1091,2024-06-22,2024-06-26,CUST443,Latoya Rice,Consumer,PROD6732,Snacks,Grocery,South,Wisconsin,Port Henry,3,3872,15,9873.6,8663.07,1210.53,Cash,Pending,Miller-Coleman,darryl51@johnson.net,0,Yes,48
ORD1092,2026-03-28,2026-04-04,CUST326,Jessica Garrett,Corporate,PROD8968,Bookshelf,Furniture,East,Oregon,Miguelberg,7,4415,0,30905.0,25018.58,5886.42,Cash,Cancelled,"Jones, Williams and Robbins",lesliemendoza@allen.net,29,No,0
ORD1093,2025-09-23,2025-09-25,CUST240,Curtis Conner,Corporate,PROD5456,Dining Table,Furniture,North,West Virginia,Emilyfurt,3,4780,5,13623.0,8543.83,5079.17,Net Banking,Cancelled,Wells-Alexander,sarahkeith@taylor.net,36,No,0
ORD1094,2024-12-13,2024-12-17,CUST984,Oscar Smith,Corporate,PROD2649,Study Table,Furniture,South,Minnesota,Stephenburgh,2,1593,0,3186.0,2544.03,641.97,Cash,Delivered,Campbell-Lin,jerome82@sanchez.com,14,No,0
ORD1095,2025-09-14,2025-09-15,CUST282,Erin Schneider,Consumer,PROD6289,Dining Table,Furniture,South,California,Samanthaburgh,6,3610,5,20577.0,13425.36,7151.64,Cash,Delivered,White Ltd,stephanie07@douglas.org,49,No,0
ORD1096,2024-07-20,2024-07-21,CUST933,Jose Hill,Corporate,PROD8511,Calculator,Office Supplies,West,California,Port Holly,8,527,20,3372.8,2503.46,869.34,Net Banking,Delivered,Spencer and Sons,erica49@bond.com,13,No,0
ORD1097,2025-05-10,2025-05-11,CUST931,Janice Taylor,Home Office,PROD7187,Laptop,Electronics,East,New Hampshire,South Daniel,9,4048,15,30967.2,21602.97,9364.23,UPI,Delivered,Martin-Mathis,laura92@morgan.com,24,No,0
ORD1098,2025-08-27,2025-08-28,CUST919,Alexis Richard,Home Office,PROD7743,Headphones,Electronics,East,New Hampshire,North Kevin,7,2766,0,19362.0,17214.24,2147.76,Credit Card,Returned,Horton-White,william90@franklin.com,44,No,0
ORD1099,2026-02-17,2026-02-21,CUST225,Michelle Mooney,Consumer,PROD9320,Monitor,Electronics,South,Idaho,Taylormouth,8,1580,5,12008.0,9026.58,2981.42,Net Banking,Returned,Marks Inc,john27@gonzales.com,26,No,0
ORD1100,2025-06-29,2025-06-30,CUST208,Timothy Edwards,Consumer,PROD3360,Sofa,Furniture,North,Maine,Lake Pamelabury,9,2808,10,22744.8,15845.76,6899.04,UPI,Pending,"Burgess, Moran and Marsh",randy96@sanders.info,29,No,0
ORD1101,2025-05-26,2025-06-01,CUST377,Corey Petersen,Corporate,PROD6396,Laptop,Electronics,East,Hawaii,Petersonfort,3,2587,0,7761.0,4906.44,2854.56,Net Banking,Cancelled,Cooper-Esparza,ysmith@tate.biz,21,No,0
ORD1102,2025-02-02,2025-02-04,CUST830,Elizabeth Rodriguez,Corporate,PROD3491,Pen,Office Supplies,North,Alaska,Laurentown,8,2635,5,20026.0,17209.44,2816.56,UPI,Cancelled,"Padilla, Lee and Carter",xowens@robertson.com,44,No,0
ORD1103,2025-12-22,2025-12-29,CUST635,Joseph Mooney,Corporate,PROD3491,Stapler,Office Supplies,East,Maryland,New Rebeccafurt,6,1986,0,11916.0,8636.39,3279.61,Cash,Pending,Kim Ltd,diazsamantha@werner.com,34,No,0
ORD1104,2024-09-26,2024-09-29,CUST382,Willie Branch,Corporate,PROD9322,Rice Bag,Grocery,North,Tennessee,Chandlerstad,3,2172,15,5538.6,3943.47,1595.13,UPI,Returned,Thompson LLC,lisawheeler@foley-hoffman.com,5,Yes,28
